,original,expandida,ground_truth
4778,¿Qué garantías tienen el comité de empresa y los delegados de personal?,¿ qué garantías tienen el procedimiento de comité de empresa y los delegado ?,"Los miembros del comité de empresa y los delegados de personal, como representantes legales de los trabajadores, tendrán, a salvo de lo que se disponga en los convenios colectivos, las siguientes garantías:

a) Apertura de expediente contradictorio en el supuesto de sanciones por faltas graves o muy graves, en el que serán oídos, aparte del interesado, el comité de empresa o restantes delegados de personal.

b) Prioridad de permanencia en la empresa o centro de trabajo respecto de los demás trabajadores, en los supuestos de suspensión o extinción por causas tecnológicas o económicas.

c) No ser despedido ni sancionado durante el ejercicio de sus funciones ni dentro del año siguiente a la expiración de su mandato, salvo en caso de que esta se produzca por revocación o dimisión, siempre que el despido o sanción se base en la acción del trabajador en el ejercicio de su representación, sin perjuicio, por tanto, de lo establecido en el artículo 54. Asimismo no podrá ser discriminado en su promoción económica o profesional en razón, precisamente, del desempeño de su representación.

d) Expresar, colegiadamente si se trata del comité, con libertad sus opiniones en las materias concernientes a la esfera de su representación, pudiendo publicar y distribuir, sin perturbar el normal desenvolvimiento del trabajo, las publicaciones de interés laboral o social, comunicándolo a la empresa.

e) Disponer de un crédito de horas mensuales retribuidas cada uno de los miembros del comité o delegado de personal en cada centro de trabajo, para el ejercicio de sus funciones de representación, de acuerdo con la siguiente escala:

1.º Hasta cien trabajadores, quince horas.

2.º De ciento uno a doscientos cincuenta trabajadores, veinte horas.

3.º De doscientos cincuenta y uno a quinientos trabajadores, treinta horas.

4.º De quinientos uno a setecientos cincuenta trabajadores, treinta y cinco horas.

5.º De setecientos cincuenta y uno en adelante, cuarenta horas.

Podrá pactarse en convenio colectivo la acumulación de horas de los distintos miembros del comité de empresa y, en su caso, de los delegados de personal, en uno o varios de sus componentes, sin rebasar el máximo total, pudiendo quedar relevado o relevados del trabajo, sin perjuicio de su remuneración.
"
4779,¿Qué garantías tienen el comité de empresa y los delegados de personal?,¿ qué garantías tienen el procedimiento de comité de empresa y los delegada ?,"Los miembros del comité de empresa y los delegados de personal, como representantes legales de los trabajadores, tendrán, a salvo de lo que se disponga en los convenios colectivos, las siguientes garantías:

a) Apertura de expediente contradictorio en el supuesto de sanciones por faltas graves o muy graves, en el que serán oídos, aparte del interesado, el comité de empresa o restantes delegados de personal.

b) Prioridad de permanencia en la empresa o centro de trabajo respecto de los demás trabajadores, en los supuestos de suspensión o extinción por causas tecnológicas o económicas.

c) No ser despedido ni sancionado durante el ejercicio de sus funciones ni dentro del año siguiente a la expiración de su mandato, salvo en caso de que esta se produzca por revocación o dimisión, siempre que el despido o sanción se base en la acción del trabajador en el ejercicio de su representación, sin perjuicio, por tanto, de lo establecido en el artículo 54. Asimismo no podrá ser discriminado en su promoción económica o profesional en razón, precisamente, del desempeño de su representación.

d) Expresar, colegiadamente si se trata del comité, con libertad sus opiniones en las materias concernientes a la esfera de su representación, pudiendo publicar y distribuir, sin perturbar el normal desenvolvimiento del trabajo, las publicaciones de interés laboral o social, comunicándolo a la empresa.

e) Disponer de un crédito de horas mensuales retribuidas cada uno de los miembros del comité o delegado de personal en cada centro de trabajo, para el ejercicio de sus funciones de representación, de acuerdo con la siguiente escala:

1.º Hasta cien trabajadores, quince horas.

2.º De ciento uno a doscientos cincuenta trabajadores, veinte horas.

3.º De doscientos cincuenta y uno a quinientos trabajadores, treinta horas.

4.º De quinientos uno a setecientos cincuenta trabajadores, treinta y cinco horas.

5.º De setecientos cincuenta y uno en adelante, cuarenta horas.

Podrá pactarse en convenio colectivo la acumulación de horas de los distintos miembros del comité de empresa y, en su caso, de los delegados de personal, en uno o varios de sus componentes, sin rebasar el máximo total, pudiendo quedar relevado o relevados del trabajo, sin perjuicio de su remuneración.
"
4780,¿Qué garantías tienen el comité de empresa y los delegados de personal?,¿ qué garantías tienen el procedimiento de comité de firma y los delegados de personal ?,"Los miembros del comité de empresa y los delegados de personal, como representantes legales de los trabajadores, tendrán, a salvo de lo que se disponga en los convenios colectivos, las siguientes garantías:

a) Apertura de expediente contradictorio en el supuesto de sanciones por faltas graves o muy graves, en el que serán oídos, aparte del interesado, el comité de empresa o restantes delegados de personal.

b) Prioridad de permanencia en la empresa o centro de trabajo respecto de los demás trabajadores, en los supuestos de suspensión o extinción por causas tecnológicas o económicas.

c) No ser despedido ni sancionado durante el ejercicio de sus funciones ni dentro del año siguiente a la expiración de su mandato, salvo en caso de que esta se produzca por revocación o dimisión, siempre que el despido o sanción se base en la acción del trabajador en el ejercicio de su representación, sin perjuicio, por tanto, de lo establecido en el artículo 54. Asimismo no podrá ser discriminado en su promoción económica o profesional en razón, precisamente, del desempeño de su representación.

d) Expresar, colegiadamente si se trata del comité, con libertad sus opiniones en las materias concernientes a la esfera de su representación, pudiendo publicar y distribuir, sin perturbar el normal desenvolvimiento del trabajo, las publicaciones de interés laboral o social, comunicándolo a la empresa.

e) Disponer de un crédito de horas mensuales retribuidas cada uno de los miembros del comité o delegado de personal en cada centro de trabajo, para el ejercicio de sus funciones de representación, de acuerdo con la siguiente escala:

1.º Hasta cien trabajadores, quince horas.

2.º De ciento uno a doscientos cincuenta trabajadores, veinte horas.

3.º De doscientos cincuenta y uno a quinientos trabajadores, treinta horas.

4.º De quinientos uno a setecientos cincuenta trabajadores, treinta y cinco horas.

5.º De setecientos cincuenta y uno en adelante, cuarenta horas.

Podrá pactarse en convenio colectivo la acumulación de horas de los distintos miembros del comité de empresa y, en su caso, de los delegados de personal, en uno o varios de sus componentes, sin rebasar el máximo total, pudiendo quedar relevado o relevados del trabajo, sin perjuicio de su remuneración.
"
4781,¿Qué garantías tienen el comité de empresa y los delegados de personal?,¿ qué garantías tienen el procedimiento de comité de firma y los representante de personal ?,"Los miembros del comité de empresa y los delegados de personal, como representantes legales de los trabajadores, tendrán, a salvo de lo que se disponga en los convenios colectivos, las siguientes garantías:

a) Apertura de expediente contradictorio en el supuesto de sanciones por faltas graves o muy graves, en el que serán oídos, aparte del interesado, el comité de empresa o restantes delegados de personal.

b) Prioridad de permanencia en la empresa o centro de trabajo respecto de los demás trabajadores, en los supuestos de suspensión o extinción por causas tecnológicas o económicas.

c) No ser despedido ni sancionado durante el ejercicio de sus funciones ni dentro del año siguiente a la expiración de su mandato, salvo en caso de que esta se produzca por revocación o dimisión, siempre que el despido o sanción se base en la acción del trabajador en el ejercicio de su representación, sin perjuicio, por tanto, de lo establecido en el artículo 54. Asimismo no podrá ser discriminado en su promoción económica o profesional en razón, precisamente, del desempeño de su representación.

d) Expresar, colegiadamente si se trata del comité, con libertad sus opiniones en las materias concernientes a la esfera de su representación, pudiendo publicar y distribuir, sin perturbar el normal desenvolvimiento del trabajo, las publicaciones de interés laboral o social, comunicándolo a la empresa.

e) Disponer de un crédito de horas mensuales retribuidas cada uno de los miembros del comité o delegado de personal en cada centro de trabajo, para el ejercicio de sus funciones de representación, de acuerdo con la siguiente escala:

1.º Hasta cien trabajadores, quince horas.

2.º De ciento uno a doscientos cincuenta trabajadores, veinte horas.

3.º De doscientos cincuenta y uno a quinientos trabajadores, treinta horas.

4.º De quinientos uno a setecientos cincuenta trabajadores, treinta y cinco horas.

5.º De setecientos cincuenta y uno en adelante, cuarenta horas.

Podrá pactarse en convenio colectivo la acumulación de horas de los distintos miembros del comité de empresa y, en su caso, de los delegados de personal, en uno o varios de sus componentes, sin rebasar el máximo total, pudiendo quedar relevado o relevados del trabajo, sin perjuicio de su remuneración.
"
4782,¿Qué garantías tienen el comité de empresa y los delegados de personal?,¿ qué garantías tienen el procedimiento de comité de firma y los representante sindical ?,"Los miembros del comité de empresa y los delegados de personal, como representantes legales de los trabajadores, tendrán, a salvo de lo que se disponga en los convenios colectivos, las siguientes garantías:

a) Apertura de expediente contradictorio en el supuesto de sanciones por faltas graves o muy graves, en el que serán oídos, aparte del interesado, el comité de empresa o restantes delegados de personal.

b) Prioridad de permanencia en la empresa o centro de trabajo respecto de los demás trabajadores, en los supuestos de suspensión o extinción por causas tecnológicas o económicas.

c) No ser despedido ni sancionado durante el ejercicio de sus funciones ni dentro del año siguiente a la expiración de su mandato, salvo en caso de que esta se produzca por revocación o dimisión, siempre que el despido o sanción se base en la acción del trabajador en el ejercicio de su representación, sin perjuicio, por tanto, de lo establecido en el artículo 54. Asimismo no podrá ser discriminado en su promoción económica o profesional en razón, precisamente, del desempeño de su representación.

d) Expresar, colegiadamente si se trata del comité, con libertad sus opiniones en las materias concernientes a la esfera de su representación, pudiendo publicar y distribuir, sin perturbar el normal desenvolvimiento del trabajo, las publicaciones de interés laboral o social, comunicándolo a la empresa.

e) Disponer de un crédito de horas mensuales retribuidas cada uno de los miembros del comité o delegado de personal en cada centro de trabajo, para el ejercicio de sus funciones de representación, de acuerdo con la siguiente escala:

1.º Hasta cien trabajadores, quince horas.

2.º De ciento uno a doscientos cincuenta trabajadores, veinte horas.

3.º De doscientos cincuenta y uno a quinientos trabajadores, treinta horas.

4.º De quinientos uno a setecientos cincuenta trabajadores, treinta y cinco horas.

5.º De setecientos cincuenta y uno en adelante, cuarenta horas.

Podrá pactarse en convenio colectivo la acumulación de horas de los distintos miembros del comité de empresa y, en su caso, de los delegados de personal, en uno o varios de sus componentes, sin rebasar el máximo total, pudiendo quedar relevado o relevados del trabajo, sin perjuicio de su remuneración.
"
4783,¿Qué garantías tienen el comité de empresa y los delegados de personal?,¿ qué garantías tienen el procedimiento de comité de firma y los delegado ?,"Los miembros del comité de empresa y los delegados de personal, como representantes legales de los trabajadores, tendrán, a salvo de lo que se disponga en los convenios colectivos, las siguientes garantías:

a) Apertura de expediente contradictorio en el supuesto de sanciones por faltas graves o muy graves, en el que serán oídos, aparte del interesado, el comité de empresa o restantes delegados de personal.

b) Prioridad de permanencia en la empresa o centro de trabajo respecto de los demás trabajadores, en los supuestos de suspensión o extinción por causas tecnológicas o económicas.

c) No ser despedido ni sancionado durante el ejercicio de sus funciones ni dentro del año siguiente a la expiración de su mandato, salvo en caso de que esta se produzca por revocación o dimisión, siempre que el despido o sanción se base en la acción del trabajador en el ejercicio de su representación, sin perjuicio, por tanto, de lo establecido en el artículo 54. Asimismo no podrá ser discriminado en su promoción económica o profesional en razón, precisamente, del desempeño de su representación.

d) Expresar, colegiadamente si se trata del comité, con libertad sus opiniones en las materias concernientes a la esfera de su representación, pudiendo publicar y distribuir, sin perturbar el normal desenvolvimiento del trabajo, las publicaciones de interés laboral o social, comunicándolo a la empresa.

e) Disponer de un crédito de horas mensuales retribuidas cada uno de los miembros del comité o delegado de personal en cada centro de trabajo, para el ejercicio de sus funciones de representación, de acuerdo con la siguiente escala:

1.º Hasta cien trabajadores, quince horas.

2.º De ciento uno a doscientos cincuenta trabajadores, veinte horas.

3.º De doscientos cincuenta y uno a quinientos trabajadores, treinta horas.

4.º De quinientos uno a setecientos cincuenta trabajadores, treinta y cinco horas.

5.º De setecientos cincuenta y uno en adelante, cuarenta horas.

Podrá pactarse en convenio colectivo la acumulación de horas de los distintos miembros del comité de empresa y, en su caso, de los delegados de personal, en uno o varios de sus componentes, sin rebasar el máximo total, pudiendo quedar relevado o relevados del trabajo, sin perjuicio de su remuneración.
"
4784,¿Qué garantías tienen el comité de empresa y los delegados de personal?,¿ qué garantías tienen el procedimiento de comité de firma y los delegada ?,"Los miembros del comité de empresa y los delegados de personal, como representantes legales de los trabajadores, tendrán, a salvo de lo que se disponga en los convenios colectivos, las siguientes garantías:

a) Apertura de expediente contradictorio en el supuesto de sanciones por faltas graves o muy graves, en el que serán oídos, aparte del interesado, el comité de empresa o restantes delegados de personal.

b) Prioridad de permanencia en la empresa o centro de trabajo respecto de los demás trabajadores, en los supuestos de suspensión o extinción por causas tecnológicas o económicas.

c) No ser despedido ni sancionado durante el ejercicio de sus funciones ni dentro del año siguiente a la expiración de su mandato, salvo en caso de que esta se produzca por revocación o dimisión, siempre que el despido o sanción se base en la acción del trabajador en el ejercicio de su representación, sin perjuicio, por tanto, de lo establecido en el artículo 54. Asimismo no podrá ser discriminado en su promoción económica o profesional en razón, precisamente, del desempeño de su representación.

d) Expresar, colegiadamente si se trata del comité, con libertad sus opiniones en las materias concernientes a la esfera de su representación, pudiendo publicar y distribuir, sin perturbar el normal desenvolvimiento del trabajo, las publicaciones de interés laboral o social, comunicándolo a la empresa.

e) Disponer de un crédito de horas mensuales retribuidas cada uno de los miembros del comité o delegado de personal en cada centro de trabajo, para el ejercicio de sus funciones de representación, de acuerdo con la siguiente escala:

1.º Hasta cien trabajadores, quince horas.

2.º De ciento uno a doscientos cincuenta trabajadores, veinte horas.

3.º De doscientos cincuenta y uno a quinientos trabajadores, treinta horas.

4.º De quinientos uno a setecientos cincuenta trabajadores, treinta y cinco horas.

5.º De setecientos cincuenta y uno en adelante, cuarenta horas.

Podrá pactarse en convenio colectivo la acumulación de horas de los distintos miembros del comité de empresa y, en su caso, de los delegados de personal, en uno o varios de sus componentes, sin rebasar el máximo total, pudiendo quedar relevado o relevados del trabajo, sin perjuicio de su remuneración.
"
4785,¿Cómo se elige a los delegados de personal y a los miembros del comité de empresa?,¿ cómo se elige a los delegados de personal y a los miembros del comité de empresa ?,"1. Los delegados de personal y los miembros del comité de empresa se elegirán por todos los trabajadores mediante sufragio personal, directo, libre y secreto, que podrá emitirse por correo en la forma que establezcan las disposiciones de desarrollo de esta ley."
4786,¿Cómo se elige a los delegados de personal y a los miembros del comité de empresa?,¿ cómo se elige a los delegados de personal y a los miembros del comité de firma ?,"1. Los delegados de personal y los miembros del comité de empresa se elegirán por todos los trabajadores mediante sufragio personal, directo, libre y secreto, que podrá emitirse por correo en la forma que establezcan las disposiciones de desarrollo de esta ley."
4787,¿Cómo se elige a los delegados de personal y a los miembros del comité de empresa?,¿ cómo se elige a los delegados de personal y a los miembros del procedimiento de comité de empresa ?,"1. Los delegados de personal y los miembros del comité de empresa se elegirán por todos los trabajadores mediante sufragio personal, directo, libre y secreto, que podrá emitirse por correo en la forma que establezcan las disposiciones de desarrollo de esta ley."
4788,¿Cómo se elige a los delegados de personal y a los miembros del comité de empresa?,¿ cómo se elige a los delegados de personal y a los miembros del procedimiento de comité de firma ?,"1. Los delegados de personal y los miembros del comité de empresa se elegirán por todos los trabajadores mediante sufragio personal, directo, libre y secreto, que podrá emitirse por correo en la forma que establezcan las disposiciones de desarrollo de esta ley."
4789,¿Cómo se elige a los delegados de personal y a los miembros del comité de empresa?,¿ cómo se elige a los representante de personal y a los miembros del comité de empresa ?,"1. Los delegados de personal y los miembros del comité de empresa se elegirán por todos los trabajadores mediante sufragio personal, directo, libre y secreto, que podrá emitirse por correo en la forma que establezcan las disposiciones de desarrollo de esta ley."
4790,¿Cómo se elige a los delegados de personal y a los miembros del comité de empresa?,¿ cómo se elige a los representante de personal y a los miembros del comité de firma ?,"1. Los delegados de personal y los miembros del comité de empresa se elegirán por todos los trabajadores mediante sufragio personal, directo, libre y secreto, que podrá emitirse por correo en la forma que establezcan las disposiciones de desarrollo de esta ley."
4791,¿Cómo se elige a los delegados de personal y a los miembros del comité de empresa?,¿ cómo se elige a los representante de personal y a los miembros del procedimiento de comité de empresa ?,"1. Los delegados de personal y los miembros del comité de empresa se elegirán por todos los trabajadores mediante sufragio personal, directo, libre y secreto, que podrá emitirse por correo en la forma que establezcan las disposiciones de desarrollo de esta ley."
4792,¿Cómo se elige a los delegados de personal y a los miembros del comité de empresa?,¿ cómo se elige a los representante de personal y a los miembros del procedimiento de comité de firma ?,"1. Los delegados de personal y los miembros del comité de empresa se elegirán por todos los trabajadores mediante sufragio personal, directo, libre y secreto, que podrá emitirse por correo en la forma que establezcan las disposiciones de desarrollo de esta ley."
4793,¿Cómo se elige a los delegados de personal y a los miembros del comité de empresa?,¿ cómo se elige a los representante sindical y a los miembros del comité de empresa ?,"1. Los delegados de personal y los miembros del comité de empresa se elegirán por todos los trabajadores mediante sufragio personal, directo, libre y secreto, que podrá emitirse por correo en la forma que establezcan las disposiciones de desarrollo de esta ley."
4794,¿Cómo se elige a los delegados de personal y a los miembros del comité de empresa?,¿ cómo se elige a los representante sindical y a los miembros del comité de firma ?,"1. Los delegados de personal y los miembros del comité de empresa se elegirán por todos los trabajadores mediante sufragio personal, directo, libre y secreto, que podrá emitirse por correo en la forma que establezcan las disposiciones de desarrollo de esta ley."
4795,¿Cómo se elige a los delegados de personal y a los miembros del comité de empresa?,¿ cómo se elige a los representante sindical y a los miembros del procedimiento de comité de empresa ?,"1. Los delegados de personal y los miembros del comité de empresa se elegirán por todos los trabajadores mediante sufragio personal, directo, libre y secreto, que podrá emitirse por correo en la forma que establezcan las disposiciones de desarrollo de esta ley."
4796,¿Cómo se elige a los delegados de personal y a los miembros del comité de empresa?,¿ cómo se elige a los representante sindical y a los miembros del procedimiento de comité de firma ?,"1. Los delegados de personal y los miembros del comité de empresa se elegirán por todos los trabajadores mediante sufragio personal, directo, libre y secreto, que podrá emitirse por correo en la forma que establezcan las disposiciones de desarrollo de esta ley."
4797,¿Cómo se elige a los delegados de personal y a los miembros del comité de empresa?,¿ cómo se elige a los delegado y a los miembros del comité de empresa ?,"1. Los delegados de personal y los miembros del comité de empresa se elegirán por todos los trabajadores mediante sufragio personal, directo, libre y secreto, que podrá emitirse por correo en la forma que establezcan las disposiciones de desarrollo de esta ley."
4798,¿Cómo se elige a los delegados de personal y a los miembros del comité de empresa?,¿ cómo se elige a los delegado y a los miembros del comité de firma ?,"1. Los delegados de personal y los miembros del comité de empresa se elegirán por todos los trabajadores mediante sufragio personal, directo, libre y secreto, que podrá emitirse por correo en la forma que establezcan las disposiciones de desarrollo de esta ley."
4799,¿Cómo se elige a los delegados de personal y a los miembros del comité de empresa?,¿ cómo se elige a los delegado y a los miembros del procedimiento de comité de empresa ?,"1. Los delegados de personal y los miembros del comité de empresa se elegirán por todos los trabajadores mediante sufragio personal, directo, libre y secreto, que podrá emitirse por correo en la forma que establezcan las disposiciones de desarrollo de esta ley."
4800,¿Cómo se elige a los delegados de personal y a los miembros del comité de empresa?,¿ cómo se elige a los delegado y a los miembros del procedimiento de comité de firma ?,"1. Los delegados de personal y los miembros del comité de empresa se elegirán por todos los trabajadores mediante sufragio personal, directo, libre y secreto, que podrá emitirse por correo en la forma que establezcan las disposiciones de desarrollo de esta ley."
4801,¿Cómo se elige a los delegados de personal y a los miembros del comité de empresa?,¿ cómo se elige a los delegada y a los miembros del comité de empresa ?,"1. Los delegados de personal y los miembros del comité de empresa se elegirán por todos los trabajadores mediante sufragio personal, directo, libre y secreto, que podrá emitirse por correo en la forma que establezcan las disposiciones de desarrollo de esta ley."
4802,¿Cómo se elige a los delegados de personal y a los miembros del comité de empresa?,¿ cómo se elige a los delegada y a los miembros del comité de firma ?,"1. Los delegados de personal y los miembros del comité de empresa se elegirán por todos los trabajadores mediante sufragio personal, directo, libre y secreto, que podrá emitirse por correo en la forma que establezcan las disposiciones de desarrollo de esta ley."
4803,¿Cómo se elige a los delegados de personal y a los miembros del comité de empresa?,¿ cómo se elige a los delegada y a los miembros del procedimiento de comité de empresa ?,"1. Los delegados de personal y los miembros del comité de empresa se elegirán por todos los trabajadores mediante sufragio personal, directo, libre y secreto, que podrá emitirse por correo en la forma que establezcan las disposiciones de desarrollo de esta ley."
4804,¿Cómo se elige a los delegados de personal y a los miembros del comité de empresa?,¿ cómo se elige a los delegada y a los miembros del procedimiento de comité de firma ?,"1. Los delegados de personal y los miembros del comité de empresa se elegirán por todos los trabajadores mediante sufragio personal, directo, libre y secreto, que podrá emitirse por correo en la forma que establezcan las disposiciones de desarrollo de esta ley."
4805,¿Cómo se vota a los delegados de personal?,¿ cómo se vota a los delegados de personal ?,"En la elección para delegados de personal, cada elector podrá dar su voto a un número máximo de aspirantes equivalente al de puestos a cubrir entre los candidatos proclamados. Resultarán elegidos los que obtengan el mayor número de votos. En caso de empate, resultará elegido el trabajador de mayor antigüedad en la empresa.
"
4806,¿Cómo se vota a los delegados de personal?,¿ cómo se vota a los representante de personal ?,"En la elección para delegados de personal, cada elector podrá dar su voto a un número máximo de aspirantes equivalente al de puestos a cubrir entre los candidatos proclamados. Resultarán elegidos los que obtengan el mayor número de votos. En caso de empate, resultará elegido el trabajador de mayor antigüedad en la empresa.
"
4807,¿Cómo se vota a los delegados de personal?,¿ cómo se vota a los representante sindical ?,"En la elección para delegados de personal, cada elector podrá dar su voto a un número máximo de aspirantes equivalente al de puestos a cubrir entre los candidatos proclamados. Resultarán elegidos los que obtengan el mayor número de votos. En caso de empate, resultará elegido el trabajador de mayor antigüedad en la empresa.
"
4808,¿Cómo se vota a los delegados de personal?,¿ cómo se vota a los delegado ?,"En la elección para delegados de personal, cada elector podrá dar su voto a un número máximo de aspirantes equivalente al de puestos a cubrir entre los candidatos proclamados. Resultarán elegidos los que obtengan el mayor número de votos. En caso de empate, resultará elegido el trabajador de mayor antigüedad en la empresa.
"
4809,¿Cómo se vota a los delegados de personal?,¿ cómo se vota a los delegada ?,"En la elección para delegados de personal, cada elector podrá dar su voto a un número máximo de aspirantes equivalente al de puestos a cubrir entre los candidatos proclamados. Resultarán elegidos los que obtengan el mayor número de votos. En caso de empate, resultará elegido el trabajador de mayor antigüedad en la empresa.
"
4810,¿Cómo se vota el comité de empresa?,¿ cómo se vota el comité de empresa ?,"1. En las empresas de más de cincuenta trabajadores, el censo de electores y elegibles se distribuirá en dos colegios, uno integrado por los técnicos y administrativos y otro por los trabajadores especialistas y no cualificados.

2. En las elecciones a miembros del comité de empresa la elección se ajustará a las siguientes reglas:

a) Cada elector podrá dar su voto a una sola de las listas presentadas para los del comité que corresponda a su colegio. Estas listas deberán contener, como mínimo, tantos nombres como puestos a cubrir. 

b) No tendrán derecho a la atribución de representantes en el comité de empresa aquellas listas que no hayan obtenido como mínimo el cinco por ciento de los votos por cada colegio.

c) Dentro de cada lista resultarán elegidos los candidatos por el orden en que figuren en la candidatura.

3. La inobservancia de cualquiera de las reglas anteriores determinará la anulabilidad de la elección del candidato o candidatos afectados.
"
4811,¿Cómo se vota el comité de empresa?,¿ cómo se vota el comité de firma ?,"1. En las empresas de más de cincuenta trabajadores, el censo de electores y elegibles se distribuirá en dos colegios, uno integrado por los técnicos y administrativos y otro por los trabajadores especialistas y no cualificados.

2. En las elecciones a miembros del comité de empresa la elección se ajustará a las siguientes reglas:

a) Cada elector podrá dar su voto a una sola de las listas presentadas para los del comité que corresponda a su colegio. Estas listas deberán contener, como mínimo, tantos nombres como puestos a cubrir. 

b) No tendrán derecho a la atribución de representantes en el comité de empresa aquellas listas que no hayan obtenido como mínimo el cinco por ciento de los votos por cada colegio.

c) Dentro de cada lista resultarán elegidos los candidatos por el orden en que figuren en la candidatura.

3. La inobservancia de cualquiera de las reglas anteriores determinará la anulabilidad de la elección del candidato o candidatos afectados.
"
4812,¿Cómo se vota el comité de empresa?,¿ cómo se vota el procedimiento de comité de empresa ?,"1. En las empresas de más de cincuenta trabajadores, el censo de electores y elegibles se distribuirá en dos colegios, uno integrado por los técnicos y administrativos y otro por los trabajadores especialistas y no cualificados.

2. En las elecciones a miembros del comité de empresa la elección se ajustará a las siguientes reglas:

a) Cada elector podrá dar su voto a una sola de las listas presentadas para los del comité que corresponda a su colegio. Estas listas deberán contener, como mínimo, tantos nombres como puestos a cubrir. 

b) No tendrán derecho a la atribución de representantes en el comité de empresa aquellas listas que no hayan obtenido como mínimo el cinco por ciento de los votos por cada colegio.

c) Dentro de cada lista resultarán elegidos los candidatos por el orden en que figuren en la candidatura.

3. La inobservancia de cualquiera de las reglas anteriores determinará la anulabilidad de la elección del candidato o candidatos afectados.
"
4813,¿Cómo se vota el comité de empresa?,¿ cómo se vota el procedimiento de comité de firma ?,"1. En las empresas de más de cincuenta trabajadores, el censo de electores y elegibles se distribuirá en dos colegios, uno integrado por los técnicos y administrativos y otro por los trabajadores especialistas y no cualificados.

2. En las elecciones a miembros del comité de empresa la elección se ajustará a las siguientes reglas:

a) Cada elector podrá dar su voto a una sola de las listas presentadas para los del comité que corresponda a su colegio. Estas listas deberán contener, como mínimo, tantos nombres como puestos a cubrir. 

b) No tendrán derecho a la atribución de representantes en el comité de empresa aquellas listas que no hayan obtenido como mínimo el cinco por ciento de los votos por cada colegio.

c) Dentro de cada lista resultarán elegidos los candidatos por el orden en que figuren en la candidatura.

3. La inobservancia de cualquiera de las reglas anteriores determinará la anulabilidad de la elección del candidato o candidatos afectados.
"
4814,¿Cómo están representados los prestadores de servicios en trabajos fijos-discontinuos y los trabajadores no fijos?,¿ cómo están representados los prestadores de servicios en trabajos fijos-discontinuos y los trabajadores no fijos ?,1. Quienes presten servicios en trabajos fijos-discontinuos y los trabajadores vinculados por contrato de duración determinada estarán representados por los órganos que se establecen en este título conjuntamente con los trabajadores fijos de plantilla.
4815,¿Cómo se forma la mesa electoral?,¿ cómo se forma la mesa electoral ?,"1. En la empresa o centro de trabajo se constituirá una mesa por cada colegio de doscientos cincuenta trabajadores electores o fracción.

2. La mesa será la encargada de vigilar todo el proceso electoral, presidir la votación, realizar el escrutinio, levantar el acta correspondiente y resolver cualquier reclamación que se presente.

3. La mesa estará formada por el presidente, que será el trabajador de más antigüedad en la empresa, y dos vocales, que serán los electores de mayor y menor edad. Este último actuará de secretario. Se designarán suplentes a aquellos trabajadores que sigan a los titulares de la mesa en el orden indicado de antigüedad o edad.

4. Ninguno de los componentes de la mesa podrá ser candidato y, de serlo, le sustituirá en ella su suplente.

5. Cada candidato o candidatura, en su caso, podrá nombrar un interventor por mesa. Asimismo, el empresario podrá designar un representante suyo que asista a la votación y al escrutinio.
"
4816,¿Cómo se forma la mesa electoral?,¿ cómo se forma la oficina electoral ?,"1. En la empresa o centro de trabajo se constituirá una mesa por cada colegio de doscientos cincuenta trabajadores electores o fracción.

2. La mesa será la encargada de vigilar todo el proceso electoral, presidir la votación, realizar el escrutinio, levantar el acta correspondiente y resolver cualquier reclamación que se presente.

3. La mesa estará formada por el presidente, que será el trabajador de más antigüedad en la empresa, y dos vocales, que serán los electores de mayor y menor edad. Este último actuará de secretario. Se designarán suplentes a aquellos trabajadores que sigan a los titulares de la mesa en el orden indicado de antigüedad o edad.

4. Ninguno de los componentes de la mesa podrá ser candidato y, de serlo, le sustituirá en ella su suplente.

5. Cada candidato o candidatura, en su caso, podrá nombrar un interventor por mesa. Asimismo, el empresario podrá designar un representante suyo que asista a la votación y al escrutinio.
"
4817,¿Cómo se forma la mesa electoral?,¿ cómo se forma la local electoral ?,"1. En la empresa o centro de trabajo se constituirá una mesa por cada colegio de doscientos cincuenta trabajadores electores o fracción.

2. La mesa será la encargada de vigilar todo el proceso electoral, presidir la votación, realizar el escrutinio, levantar el acta correspondiente y resolver cualquier reclamación que se presente.

3. La mesa estará formada por el presidente, que será el trabajador de más antigüedad en la empresa, y dos vocales, que serán los electores de mayor y menor edad. Este último actuará de secretario. Se designarán suplentes a aquellos trabajadores que sigan a los titulares de la mesa en el orden indicado de antigüedad o edad.

4. Ninguno de los componentes de la mesa podrá ser candidato y, de serlo, le sustituirá en ella su suplente.

5. Cada candidato o candidatura, en su caso, podrá nombrar un interventor por mesa. Asimismo, el empresario podrá designar un representante suyo que asista a la votación y al escrutinio.
"
